"[wowow_2, pc, 2024-10-30 09:00:04.546, 2024-10-30 08:59:59.568, 2024-10-30 08:59:59.522, unstruct, 37c8983f-cc41-4674-8242-0c96f4fbd7ab, , ee18f3921170425195437e46045f1b11, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 92df0276ef5344ea8619eea707aa7658, 192.168.65.1, , , , f8dabbcb-55fa-4670-9e8f-fa4935440280, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , {\"schema\":\"iglu:com.snowplowanalytics.snowplow/unstruct_event/jsonschema/1-0-0\",\"data\":{\"schema\":\"iglu:com.snowplowanalytics.mobile/screen_view/jsonschema/1-0-0\",\"data\":{\"id\":\"9f22dd69-855e-49b0-8edf-da219cfaa63d\",\"name\":\"phucdinh02\"}}}, , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 08:59:59.000, , , , , 2024-10-30 08:59:59.568, com.snowplowanalytics.mobile, screen_view, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:00:09.543, 2024-10-30 09:00:04.540, 2024-10-30 09:00:04.536, page_view, 58353aaa-a253-4425-82e7-a9fcc40e7241, , db54c13740eb4cc3af038aa5c80b25d4, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 92f9f3e9e59c41c1b2bcb9b836fd8fa0, 192.168.65.1, , , , 81c27549-9628-4393-ae78-ce06ab754652, , , , , , , , , , , , https://www.snowplow.io, Homepage, , https, www.snowplow.io, 443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:00:04.000, , , , , 2024-10-30 09:00:04.540, com.snowplowanalytics.snowplow, page_view, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:00:09.545, 2024-10-30 09:00:04.547, 2024-10-30 09:00:04.536, page_ping, d11ed652-e8d4-4b4b-b360-905a14c99cdd, , db54c13740eb4cc3af038aa5c80b25d4, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 92f9f3e9e59c41c1b2bcb9b836fd8fa0, 192.168.65.1, , , , 53be6e92-d296-4b79-b1ba-1539cd6bc836, , , , , , , , , , , , https://www.snowplow.io, Homepage, , https, www.snowplow.io, 443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:00:04.000, , , , , 2024-10-30 09:00:04.547, com.snowplowanalytics.snowplow, page_ping, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:00:09.547, 2024-10-30 09:00:04.554, 2024-10-30 09:00:04.536, unstruct, 8742579f-3def-40a5-b6de-0cf3dc40e02e, , db54c13740eb4cc3af038aa5c80b25d4, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 92f9f3e9e59c41c1b2bcb9b836fd8fa0, 192.168.65.1, , , , c134691a-62cc-480b-be83-e1eac00971c4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , {\"schema\":\"iglu:com.snowplowanalytics.snowplow/unstruct_event/jsonschema/1-0-0\",\"data\":{\"schema\":\"iglu:com.snowplowanalytics.mobile/screen_view/jsonschema/1-0-0\",\"data\":{\"id\":\"b041e51c-23cb-4bbd-90c8-e02a76cdbf88\",\"name\":\"phucdinh02\"}}}, , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:00:04.000, , , , , 2024-10-30 09:00:04.554, com.snowplowanalytics.mobile, screen_view, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:00:14.575, 2024-10-30 09:00:09.568, 2024-10-30 09:00:09.552, page_view, 4fb20706-8136-4f45-acbb-effbc6fc40f2, , 9645d2a6ef03437e8c7235fb07644925, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 043c202742e44c57bcb44e7c700abf77, 192.168.65.1, , , , 36e33e99-bc54-400d-8bc6-b3c5714219f0, , , , , , , , , , , , https://www.snowplow.io, Homepage, , https, www.snowplow.io, 443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:00:09.000, , , , , 2024-10-30 09:00:09.568, com.snowplowanalytics.snowplow, page_view, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:00:14.577, 2024-10-30 09:00:09.583, 2024-10-30 09:00:09.552, page_ping, 822c1d74-16e5-4adb-a192-5fc36801dd0e, , 9645d2a6ef03437e8c7235fb07644925, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 043c202742e44c57bcb44e7c700abf77, 192.168.65.1, , , , 6c2ca20d-9334-4c1b-88be-01d4165cf0a2, , , , , , , , , , , , https://www.snowplow.io, Homepage, , https, www.snowplow.io, 443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:00:09.000, , , , , 2024-10-30 09:00:09.583, com.snowplowanalytics.snowplow, page_ping, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:00:14.579, 2024-10-30 09:00:09.598, 2024-10-30 09:00:09.552, unstruct, 0d31f64e-a3df-4aed-8eaf-4c2c89f0f3b3, , 9645d2a6ef03437e8c7235fb07644925, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 043c202742e44c57bcb44e7c700abf77, 192.168.65.1, , , , e3a84475-d6fd-43f7-9e05-23a90acaa80d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , {\"schema\":\"iglu:com.snowplowanalytics.snowplow/unstruct_event/jsonschema/1-0-0\",\"data\":{\"schema\":\"iglu:com.snowplowanalytics.mobile/screen_view/jsonschema/1-0-0\",\"data\":{\"id\":\"f89921e7-3147-4a5a-902a-9e14b5a0dd6e\",\"name\":\"phucdinh02\"}}}, , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:00:09.000, , , , , 2024-10-30 09:00:09.598, com.snowplowanalytics.mobile, screen_view, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:00:14.584, 2024-10-30 09:00:14.570, 2024-10-30 09:00:14.565, page_view, fcc643b3-8d8a-4648-908e-fa9b27a4b8cc, , ab3681bf55d94ccda92eeacdd46a52d7, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 5f458dc9643b405aa9a978b72f19bcc6, 192.168.65.1, , , , 3bf4370d-e469-470c-8638-75261026ad10, , , , , , , , , , , , https://www.snowplow.io, Homepage, , https, www.snowplow.io, 443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:00:14.000, , , , , 2024-10-30 09:00:14.570, com.snowplowanalytics.snowplow, page_view, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:00:19.584, 2024-10-30 09:00:14.577, 2024-10-30 09:00:14.565, page_ping, 0e2ea2fa-314c-4c63-9ca9-9a6aae40f4c9, , ab3681bf55d94ccda92eeacdd46a52d7, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 5f458dc9643b405aa9a978b72f19bcc6, 192.168.65.1, , , , 61609223-ae14-4cf3-a3cf-e6341d35281e, , , , , , , , , , , , https://www.snowplow.io, Homepage, , https, www.snowplow.io, 443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:00:14.000, , , , , 2024-10-30 09:00:14.577, com.snowplowanalytics.snowplow, page_ping, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:00:19.585, 2024-10-30 09:00:14.585, 2024-10-30 09:00:14.565, unstruct, 07efd97d-fea9-4bde-acbf-f49cb8614841, , ab3681bf55d94ccda92eeacdd46a52d7, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 5f458dc9643b405aa9a978b72f19bcc6, 192.168.65.1, , , , 3435a5fe-4a05-4c1d-b30e-4b2c52768fd0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , {\"schema\":\"iglu:com.snowplowanalytics.snowplow/unstruct_event/jsonschema/1-0-0\",\"data\":{\"schema\":\"iglu:com.snowplowanalytics.mobile/screen_view/jsonschema/1-0-0\",\"data\":{\"id\":\"2f846cee-b0ae-454a-b1c3-8d61eef2197c\",\"name\":\"phucdinh02\"}}}, , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:00:14.000, , , , , 2024-10-30 09:00:14.585, com.snowplowanalytics.mobile, screen_view, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:00:24.596, 2024-10-30 09:00:19.588, 2024-10-30 09:00:19.570, page_view, f33d78ab-8225-4230-abb7-5c4d0c225519, , 914359d655dd4224b245f01a7231792d, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 472da67ff1ad4e7b8efd10ca667cb691, 192.168.65.1, , , , 7c925fe2-96c9-44bb-a570-49ec513e7ea0, , , , , , , , , , , , https://www.snowplow.io, Homepage, , https, www.snowplow.io, 443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:00:19.000, , , , , 2024-10-30 09:00:19.588, com.snowplowanalytics.snowplow, page_view, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:00:24.597, 2024-10-30 09:00:19.617, 2024-10-30 09:00:19.570, page_ping, 9ba0aaf5-35a8-448a-b11f-b48b44f4e7e0, , 914359d655dd4224b245f01a7231792d, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 472da67ff1ad4e7b8efd10ca667cb691, 192.168.65.1, , , , a61b2e0c-7c33-4095-b493-8fb018bc76f8, , , , , , , , , , , , https://www.snowplow.io, Homepage, , https, www.snowplow.io, 443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:00:19.000, , , , , 2024-10-30 09:00:19.617, com.snowplowanalytics.snowplow, page_ping, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:00:24.598, 2024-10-30 09:00:19.622, 2024-10-30 09:00:19.570, unstruct, 80259577-46c0-477b-b1f6-1da2a40a59e3, , 914359d655dd4224b245f01a7231792d, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 472da67ff1ad4e7b8efd10ca667cb691, 192.168.65.1, , , , 003ade2a-cc6a-4b9f-856a-c09797c2fe0d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , {\"schema\":\"iglu:com.snowplowanalytics.snowplow/unstruct_event/jsonschema/1-0-0\",\"data\":{\"schema\":\"iglu:com.snowplowanalytics.mobile/screen_view/jsonschema/1-0-0\",\"data\":{\"id\":\"b0792100-d7ce-4503-b6a6-81efde67387c\",\"name\":\"phucdinh02\"}}}, , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:00:19.000, , , , , 2024-10-30 09:00:19.622, com.snowplowanalytics.mobile, screen_view, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:05:43.216, 2024-10-30 09:05:38.210, 2024-10-30 09:05:38.205, page_view, a33a04ea-8ca2-47c3-8f50-1112a8274683, , 29f88fba6a864eef8f7956bfc93d32d1, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 27f8c485fd664a81944cc47bf7b93f09, 192.168.65.1, , , , b04cba6a-ae81-46cc-b757-4ee3a8aca01e, , , , , , , , , , , , https://www.snowplow.io, Homepage, , https, www.snowplow.io, 443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:05:38.000, , , , , 2024-10-30 09:05:38.210, com.snowplowanalytics.snowplow, page_view, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:05:43.218, 2024-10-30 09:05:38.230, 2024-10-30 09:05:38.205, page_ping, 62889a24-64ac-4620-b59c-e06ebb3852b1, , 29f88fba6a864eef8f7956bfc93d32d1, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 27f8c485fd664a81944cc47bf7b93f09, 192.168.65.1, , , , 93c08b37-b8a0-4dbc-8c24-59ab5f65697b, , , , , , , , , , , , https://www.snowplow.io, Homepage, , https, www.snowplow.io, 443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:05:38.000, , , , , 2024-10-30 09:05:38.230, com.snowplowanalytics.snowplow, page_ping, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:05:43.220, 2024-10-30 09:05:38.244, 2024-10-30 09:05:38.205, unstruct, f75b7444-7f1f-43f8-af90-6ad8d19a2ac6, , 29f88fba6a864eef8f7956bfc93d32d1, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 27f8c485fd664a81944cc47bf7b93f09, 192.168.65.1, , , , 9a3f3d1b-3e55-4f03-ac3e-aa52a20233ed, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , {\"schema\":\"iglu:com.snowplowanalytics.snowplow/unstruct_event/jsonschema/1-0-0\",\"data\":{\"schema\":\"iglu:com.snowplowanalytics.mobile/screen_view/jsonschema/1-0-0\",\"data\":{\"id\":\"f676a6cb-421d-448b-b161-b46c4af16dee\",\"name\":\"phucdinh02\"}}}, , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:05:38.000, , , , , 2024-10-30 09:05:38.244, com.snowplowanalytics.mobile, screen_view, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:05:48.229, 2024-10-30 09:05:43.221, 2024-10-30 09:05:43.215, page_view, 728d16c1-6b9e-4b70-b920-93bdd4007c08, , b20db0cf721b48799898b01d0404aa6b, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 88bd973819624b4da4f155800b693682, 192.168.65.1, , , , a9b66db9-7a83-43a0-963b-daa4aa983de7, , , , , , , , , , , , https://www.snowplow.io, Homepage, , https, www.snowplow.io, 443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:05:43.000, , , , , 2024-10-30 09:05:43.221, com.snowplowanalytics.snowplow, page_view, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:05:48.231, 2024-10-30 09:05:43.228, 2024-10-30 09:05:43.215, page_ping, a533623e-79f0-48ac-a8e1-046b050ec09e, , b20db0cf721b48799898b01d0404aa6b, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 88bd973819624b4da4f155800b693682, 192.168.65.1, , , , 80564237-a6bd-466b-90e3-4cdd115614ec, , , , , , , , , , , , https://www.snowplow.io, Homepage, , https, www.snowplow.io, 443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:05:43.000, , , , , 2024-10-30 09:05:43.228, com.snowplowanalytics.snowplow, page_ping, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:05:48.233, 2024-10-30 09:05:43.235, 2024-10-30 09:05:43.215, unstruct, a61ce88d-0256-4c47-8925-49648e9abb1d, , b20db0cf721b48799898b01d0404aa6b, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 88bd973819624b4da4f155800b693682, 192.168.65.1, , , , ae8a92ca-40cc-4851-bff5-7b9bba140bac, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , {\"schema\":\"iglu:com.snowplowanalytics.snowplow/unstruct_event/jsonschema/1-0-0\",\"data\":{\"schema\":\"iglu:com.snowplowanalytics.mobile/screen_view/jsonschema/1-0-0\",\"data\":{\"id\":\"00695f47-68c4-4a55-8d88-b8553512d31a\",\"name\":\"phucdinh02\"}}}, , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:05:43.000, , , , , 2024-10-30 09:05:43.235, com.snowplowanalytics.mobile, screen_view, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:05:53.238, 2024-10-30 09:05:48.229, 2024-10-30 09:05:48.224, page_view, 4390ff1d-5293-4e94-b0a1-037c40a9a834, , 78b2b5766e4d497ea4eb6c42c50a14ac, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, e6a8f56d80804d59a8f58275958ca3ff, 192.168.65.1, , , , a9d3d78a-d29a-4244-9faa-316eed0810b2, , , , , , , , , , , , https://www.snowplow.io, Homepage, , https, www.snowplow.io, 443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:05:48.000, , , , , 2024-10-30 09:05:48.229, com.snowplowanalytics.snowplow, page_view, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:05:53.240, 2024-10-30 09:05:48.237, 2024-10-30 09:05:48.224, page_ping, 06d59900-0467-493f-9bdb-a928e8e4f13b, , 78b2b5766e4d497ea4eb6c42c50a14ac, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, e6a8f56d80804d59a8f58275958ca3ff, 192.168.65.1, , , , 0cc8bb5b-524f-4539-98c7-8611a80d6a0d, , , , , , , , , , , , https://www.snowplow.io, Homepage, , https, www.snowplow.io, 443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:05:48.000, , , , , 2024-10-30 09:05:48.237, com.snowplowanalytics.snowplow, page_ping, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:05:53.242, 2024-10-30 09:05:48.255, 2024-10-30 09:05:48.224, unstruct, 984a1a47-e841-49f6-bad9-93bed4c4c632, , 78b2b5766e4d497ea4eb6c42c50a14ac, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, e6a8f56d80804d59a8f58275958ca3ff, 192.168.65.1, , , , 2121323f-ebe1-41e8-ae48-f8b615dad88e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , {\"schema\":\"iglu:com.snowplowanalytics.snowplow/unstruct_event/jsonschema/1-0-0\",\"data\":{\"schema\":\"iglu:com.snowplowanalytics.mobile/screen_view/jsonschema/1-0-0\",\"data\":{\"id\":\"163c2544-6f13-426e-9d16-db26e2a01bea\",\"name\":\"phucdinh02\"}}}, , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:05:48.000, , , , , 2024-10-30 09:05:48.255, com.snowplowanalytics.mobile, screen_view, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:05:58.244, 2024-10-30 09:05:53.241, 2024-10-30 09:05:53.235, page_view, 1584992a-7828-4532-9856-ef4c5897117d, , 217937bdeea64fbc8d51eba8467faee9, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, fa2800a3a66c4e21a211f3f52dcbba39, 192.168.65.1, , , , 78b393f2-ad33-4ab0-9130-c21892ad21dc, , , , , , , , , , , , https://www.snowplow.io, Homepage, , https, www.snowplow.io, 443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:05:53.000, , , , , 2024-10-30 09:05:53.241, com.snowplowanalytics.snowplow, page_view, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:05:58.246, 2024-10-30 09:05:53.267, 2024-10-30 09:05:53.235, page_ping, c14bcd79-f598-43d8-a111-188990322512, , 217937bdeea64fbc8d51eba8467faee9, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, fa2800a3a66c4e21a211f3f52dcbba39, 192.168.65.1, , , , ae9c43f1-1d87-4647-92af-3ac9cf32e7f7, , , , , , , , , , , , https://www.snowplow.io, Homepage, , https, www.snowplow.io, 443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:05:53.000, , , , , 2024-10-30 09:05:53.267, com.snowplowanalytics.snowplow, page_ping, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:05:58.247, 2024-10-30 09:05:53.273, 2024-10-30 09:05:53.235, unstruct, ca4db0f5-62ba-45e4-acfa-4485b86b1e82, , 217937bdeea64fbc8d51eba8467faee9, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, fa2800a3a66c4e21a211f3f52dcbba39, 192.168.65.1, , , , 0650da89-a737-425c-9d67-da2e7a892965, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , {\"schema\":\"iglu:com.snowplowanalytics.snowplow/unstruct_event/jsonschema/1-0-0\",\"data\":{\"schema\":\"iglu:com.snowplowanalytics.mobile/screen_view/jsonschema/1-0-0\",\"data\":{\"id\":\"518f8ea6-9c5e-4d20-ae71-d467c1b5600d\",\"name\":\"phucdinh02\"}}}, , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:05:53.000, , , , , 2024-10-30 09:05:53.273, com.snowplowanalytics.mobile, screen_view, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:06:03.253, 2024-10-30 09:05:58.245, 2024-10-30 09:05:58.241, page_view, e590aa20-7174-44cc-bd79-03e910647226, , 7f701715eb954df1bb0b6054a5ff762a, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 38e8b24f918a4dbb862764f96e8cc9a2, 192.168.65.1, , , , 8e37e38e-6b65-46fd-baad-04d3a7c74f9f, , , , , , , , , , , , https://www.snowplow.io, Homepage, , https, www.snowplow.io, 443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:05:58.000, , , , , 2024-10-30 09:05:58.245, com.snowplowanalytics.snowplow, page_view, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:06:03.255, 2024-10-30 09:05:58.252, 2024-10-30 09:05:58.241, page_ping, f97a3025-31e1-488f-b033-8dedb9ce5273, , 7f701715eb954df1bb0b6054a5ff762a, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 38e8b24f918a4dbb862764f96e8cc9a2, 192.168.65.1, , , , 3a725791-4ede-4049-8be1-cba07407a70c, , , , , , , , , , , , https://www.snowplow.io, Homepage, , https, www.snowplow.io, 443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:05:58.000, , , , , 2024-10-30 09:05:58.252, com.snowplowanalytics.snowplow, page_ping, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:06:03.257, 2024-10-30 09:05:58.260, 2024-10-30 09:05:58.241, unstruct, f254a25d-4cdb-4276-a6d9-8c124a28dab8, , 7f701715eb954df1bb0b6054a5ff762a, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 38e8b24f918a4dbb862764f96e8cc9a2, 192.168.65.1, , , , 3903c70f-7e93-4f9b-b62f-ce4751c2a0ed, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , {\"schema\":\"iglu:com.snowplowanalytics.snowplow/unstruct_event/jsonschema/1-0-0\",\"data\":{\"schema\":\"iglu:com.snowplowanalytics.mobile/screen_view/jsonschema/1-0-0\",\"data\":{\"id\":\"4865d6af-9c75-48a4-9559-f6d45049151e\",\"name\":\"phucdinh02\"}}}, , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:05:58.000, , , , , 2024-10-30 09:05:58.260, com.snowplowanalytics.mobile, screen_view, jsonschema, 1-0-0, , ]"
"[wowow_2, pc, 2024-10-30 09:06:08.280, 2024-10-30 09:06:03.271, 2024-10-30 09:06:03.255, page_view, bdeef1e2-59d1-4aea-a490-651a17ef9b33, , 26fde38ae469428ba8af04fc2f70c5df, py-1.0.3, ssc-3.1.0-kafkasink, snowplow-stream-enrich-3.8.0, 79e147b374a54277a97d6c5c27346ec1, 192.168.65.1, , , , c5f91594-1e56-447c-82d4-c02ba795997d, , , , , , , , , , , , https://www.snowplow.io, Homepage, , https, www.snowplow.io, 443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , python-requests/2.32.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2024-10-30 09:06:03.000, , , , , 2024-10-30 09:06:03.271, com.snowplowanalytics.snowplow, page_view, jsonschema, 1-0-0, , ]"
